,Tweet,target,tokenized_tweet,cleaned_tweet
1637,Maryouma tebarkala aelikk 😘😘😘😘😘😍😍😍😍😍😍😍,1,maryouma tebarkala aelikk,"['maryouma', 'tebarkala', 'aelikk']"
1638,راك ماسط راك لاسط راك عالحيط,-1,راك ماسط راك لاسط راك عالحيط,"['راك', 'ماسط', 'راك', 'لاسط', 'راك', 'عالحيط']"
1639,qdech waliiit teeefeh sami,-1,qdech waliiit teeefeh sami,"['qdech', 'waliiit', 'teeefeh', 'sami']"
1640,تبارك الله وماشاء الله عسسسسل 😍,1,تبارك الله وماشاء الله عسسسسل,"['تبارك', 'الله', 'وماشاء', 'الله', 'عسسسل']"
1641,Ensen mriiiiidh maset laset,-1,ensen mriiiiidh maset laset,"['ensen', 'mriiiiidh', 'maset', 'laset']"
1642,الفة فنانة بالحق صوت وحضور,1,الفة فنانة بالحق صوت وحضور,"['الفة', 'فنانة', 'بالحق', 'صوت', 'وحضور']"
1643,امسط ممثل عرفه التاريخ,-1,امسط ممثل عرفه التاريخ,"['امسط', 'ممثل', 'عرفه', 'التاريخ']"
1644,Machraqch eliha edawr,-1,machraqch eliha edawr,"['machraqch', 'eliha', 'edawr']"
1646,محلاهم الزوز روعة!,1,محلاهم الزوز روعة,"['محلاهم', 'الزوز', 'روعة']"
1647,Mealemmmm bravo😇😆😎😜,1,mealemmmm bravo,"['mealemmmm', 'bravo']"
1648,Tbarkalah aeleha,1,tbarkalah aeleha,"['tbarkalah', 'aeleha']"
1649,malla mandhar ahraf khiiitt easbéééh tgaeééd makhibék :/,-1,malla mandhar ahraf khiiitt easb tgae makhib,"['malla', 'mandhar', 'ahraf', 'khiiitt', 'easb', 'tgae', 'makhib']"
1650,منشط طيارة بدون منازع .برافو ٱمين ٱلى الٱمام,1,منشط طيارة بدون منازع برافو ٱمين ٱلى الٱمام,"['منشط', 'طيارة', 'بدون', 'منازع', 'برافو', 'ٱمين', 'ٱلى', 'الٱمام']"
1652,مخنثين ! مسيبين بلدانهم حروبات ناس جواعا حالة مركبة جاي لتونس يتفينس يسيب انوثتوا 😤 تفوه عليكم عاللي جايبكم,-1,مخنثين مسيبين بلدانهم حروبات ناس جواعا حالة مركبة جاي لتونس يتفينس يسيب انوثتوا تفوه عليكم عاللي جايبكم,"['مخنثين', 'مسيبين', 'بلدانهم', 'حروبات', 'ناس', 'جواعا', 'حالة', 'مركبة', 'جاي', 'لتونس', 'يتفينس', 'يسيب', 'انوثتوا', 'تفوه', 'عليكم', 'عاللي', 'جايبكم']"
1653,wahra wirjouliya,1,wahra wirjouliya,"['wahra', 'wirjouliya']"
1654,أحسنت صنعن تونس واقفة رجالها أكيييييييييد,1,أحسنت صنعن تونس واقفة رجالها أكيييييييييد,"['أحسنت', 'صنعن', 'تونس', 'واقفة', 'رجالها', 'أكيييد']"
1656,Betawfiq ammouna ahla album .. آمنة فاخر 💖 Hannouna dima esel 😊,1,آمنة فاخر,"['آمنة', 'فاخر']"
1657,احسن قناة تونسية,1,احسن قناة تونسية,"['احسن', 'قناة', 'تونسية']"
1658,merg masat,-1,merg masat,"['merg', 'masat']"
1659,Ya mast,-1,ya mast,"['ya', 'mast']"
1660,تبارك الله نور وحدك زايد معاك,1,تبارك الله نور وحدك زايد معاك,"['تبارك', 'الله', 'نور', 'وحدك', 'زايد', 'معاك']"
1661,Bravooo wlh bakitni,1,bravooo wlh bakitni,"['bravooo', 'wlh', 'bakitni']"
1664,امصط (كمودي) واكبر طحان ومسخ,-1,امصط كمودي واكبر طحان ومسخ,"['امصط', 'كمودي', 'واكبر', 'طحان', 'ومسخ']"
1665,malla marek tfouh ...khommej,-1,malla marek tfouh khommej,"['malla', 'marek', 'tfouh', 'khommej']"
1667,ثعلب عزوزة,1,ثعلب عزوزة,"['ثعلب', 'عزوزة']"
1668,بااااااااااااارداه ومسمامه,-1,بااااااااااااارداه ومسمامه,"['بااارداه', 'ومسمامه']"
1669,تفوه نجاسة,-1,تفوه نجاسة,"['تفوه', 'نجاسة']"
1671,شوف الحجاب قداش يزين البنية,1,شوف الحجاب قداش يزين البنية,"['شوف', 'الحجاب', 'قداش', 'يزين', 'البنية']"
1672,احلى حسين ربي يحفظك نشاله حسن احسن بحبك مووووت,1,احلى حسين ربي يحفظك نشاله حسن احسن بحبك مووووت,"['احلى', 'حسين', 'ربي', 'يحفظك', 'نشاله', 'حسن', 'احسن', 'بحبك', 'موووت']"
1673,Malla zabboure,-1,malla zabboure,"['malla', 'zabboure']"
1674,ياكلب ياكاراكوز تفوە وعلي امثالك تجي راجل انتي نوفل راكم عملتو لعار لتونس زايد رخيص ولكلب يقعد اكاك تفوەە,-1,ياكلب ياكاراكوز تفوە وعلي امثالك تجي راجل انتي نوفل راكم عملتو لعار لتونس زايد رخيص ولكلب يقعد اكاك تفوەە,"['ياكلب', 'ياكاراكوز', 'تفوە', 'وعلي', 'امثالك', 'تجي', 'راجل', 'انتي', 'نوفل', 'راكم', 'عملتو', 'لعار', 'لتونس', 'زايد', 'رخيص', 'ولكلب', 'يقعد', 'اكاك', 'تفوەە']"
1675,شاء الله عليكم مبروووووووك,1,شاء الله عليكم مبروووووووك,"['شاء', 'الله', 'عليكم', 'مبروووك']"
1677,يا....كلب💪💪💪💪💪💪💪💪💪💪,-1,يا كلب,"['يا', 'كلب']"
1678,جعفور معلم :* نشاء الله نشوفوك ديما أعمال جديد (y),1,جعفور معلم نشاء الله نشوفوك ديما أعمال جديد,"['جعفور', 'معلم', 'نشاء', 'الله', 'نشوفوك', 'ديما', 'أعمال', 'جديد']"
1679,Ahla rim wallah,1,ahla rim wallah,"['ahla', 'rim', 'wallah']"
1680,Mealel mealem mealeeeeeerm,1,mealel mealem mealeeeeeerm,"['mealel', 'mealem', 'mealeeeeeerm']"
1681,ولله اعضم,1,ولله اعضم,"['ولله', 'اعضم']"
1683,Rajil walid itounsi wilandalousi qal ken ishih,1,rajil walid itounsi wilandalousi qal ken ishih,"['rajil', 'walid', 'itounsi', 'wilandalousi', 'qal', 'ken', 'ishih']"
1684,اخلاقه عالية .ومؤدب ويحترم ضيوفه .وهذا يجب .اخلاقيات المهنةواحترام الضيوف واحترام المتفرجين ...حتى نفهم محتوى البرنامج ..,1,اخلاقه عالية ومؤدب ويحترم ضيوفه وهذا يجب اخلاقيات المهنةواحترام الضيوف واحترام المتفرجين حتى نفهم محتوى البرنامج,"['اخلاقه', 'عالية', 'ومؤدب', 'ويحترم', 'ضيوفه', 'وهذا', 'يجب', 'اخلاقيات', 'المهنةواحترام', 'الضيوف', 'واحترام', 'المتفرجين', 'حتى', 'نفهم', 'محتوى', 'البرنامج']"
1685,قدوة للناس الكل السبب خلاني نتوجه حقوق ... اعشق المرأة تتحدى العالم لتثبت وجودها,1,قدوة للناس الكل السبب خلاني نتوجه حقوق اعشق المرأة تتحدى العالم لتثبت وجودها,"['قدوة', 'للناس', 'الكل', 'السبب', 'خلاني', 'نتوجه', 'حقوق', 'اعشق', 'المرأة', 'تتحدى', 'العالم', 'لتثبت', 'وجودها']"
1686,Mealem comédie tounes,1,mealem com die tounes,"['mealem', 'com', 'die', 'tounes']"
1688,Massottttttt Armasta=maset رجع.ااطحين.كيم.قبل. معلّم ربي يهديك امين.. قداش نكرهو ياسر ماسط يضحكش maset laset Manel khmaj Chlaka المنظر هاذا يستاهل شي نهار كامل يعوعش عامل فاها صوت ماسط مسخ حثالة سوق ماهوش متربي والمشكلة اعلام العار البرامج السوقية التافهة تجيب امثاله التلفزة بيانو ياسر ضايع، الغنايات الكل مسطهم زبالة حثالة الأمام الأمام Slm mr maset laset.surtt ki yetmaqeer ela kafon أعود بالله أمثالها قحبة عاهرة خامجة فاجرة مومس فاسدة كلبة ميبونة الله يهلكها الطاهر راجل كبير وواطي تافه وساذج ملا مستويات العيب موش منوا مستدعيه البرنامج فسدو المارق والبهيم والماسط شكيب لخرا. ..افلم علينا وقتلنا بالبهامة Massssttta ow mterechh etmthell ow melihach wahrett wahhda etsouq motourat mealem الطالبي خاطر مضبع داخل حيط اللوم جاب الرهوط علكة وعلة ...يشد يسيب.. Tfouh elik ela Elli jebek tele جبان نحبوا شويا نقد للسعودية المرة هاذي.. عجبنيش بالكل يتصنع ياسر الدور.. ممصطوا ومقل ربايتو والحق موش الحق فلي جابو خسارة فرعس مسار الحلقة ومسطها منحبوش منعرفش علاش امسط مافماش موش خارج دور جمله,-1,رجع ااطحين كيم قبل معل ربي يهديك امين قداش نكرهو ياسر ماسط يضحكش المنظر هاذا يستاهل شي نهار كامل يعوعش عامل فاها صوت ماسط مسخ حثالة سوق ماهوش متربي والمشكلة اعلام العار البرامج السوقية التافهة تجيب امثاله التلفزة بيانو ياسر ضايع الغنايات الكل مسطهم زبالة حثالة الأمام الأمام أعود بالله أمثالها قحبة عاهرة خامجة فاجرة مومس فاسدة كلبة ميبونة الله يهلكها الطاهر راجل كبير وواطي تافه وساذج ملا مستويات العيب موش منوا مستدعيه البرنامج فسدو المارق والبهيم والماسط شكيب لخرا افلم علينا وقتلنا بالبهامة الطالبي خاطر مضبع داخل حيط اللوم جاب الرهوط علكة وعلة يشد يسيب جبان نحبوا شويا نقد للسعودية المرة هاذي عجبنيش بالكل يتصنع ياسر الدور ممصطوا ومقل ربايتو والحق موش الحق فلي جابو خسارة فرعس مسار الحلقة ومسطها منحبوش منعرفش علاش امسط مافماش موش خارج دور جمله,"['رجع', 'ااطحين', 'كيم', 'قبل', 'معل', 'ربي', 'يهديك', 'امين', 'قداش', 'نكرهو', 'ياسر', 'ماسط', 'يضحكش', 'المنظر', 'هاذا', 'يستاهل', 'شي', 'نهار', 'كامل', 'يعوعش', 'عامل', 'فاها', 'صوت', 'ماسط', 'مسخ', 'حثالة', 'سوق', 'ماهوش', 'متربي', 'والمشكلة', 'اعلام', 'العار', 'البرامج', 'السوقية', 'التافهة', 'تجيب', 'امثاله', 'التلفزة', 'بيانو', 'ياسر', 'ضايع', 'الغنايات', 'الكل', 'مسطهم', 'زبالة', 'حثالة', 'الأمام', 'الأمام', 'أعود', 'بالله', 'أمثالها', 'قحبة', 'عاهرة', 'خامجة', 'فاجرة', 'مومس', 'فاسدة', 'كلبة', 'ميبونة', 'الله', 'يهلكها', 'الطاهر', 'راجل', 'كبير', 'وواطي', 'تافه', 'وساذج', 'ملا', 'مستويات', 'العيب', 'موش', 'منوا', 'مستدعيه', 'البرنامج', 'فسدو', 'المارق', 'والبهيم', 'والماسط', 'شكيب', 'لخرا', 'افلم', 'علينا', 'وقتلنا', 'بالبهامة', 'الطالبي', 'خاطر', 'مضبع', 'داخل', 'حيط', 'اللوم', 'جاب', 'الرهوط', 'علكة', 'وعلة', 'يشد', 'يسيب', 'جبان', 'نحبوا', 'شويا', 'نقد', 'للسعودية', 'المرة', 'هاذي', 'عجبنيش', 'بالكل', 'يتصنع', 'ياسر', 'الدور', 'ممصطوا', 'ومقل', 'ربايتو', 'والحق', 'موش', 'الحق', 'فلي', 'جابو', 'خسارة', 'فرعس', 'مسار', 'الحلقة', 'ومسطها', 'منحبوش', 'منعرفش', 'علاش', 'امسط', 'مافماش', 'موش', 'خارج', 'دور', 'جمله']"
1689,maset laset kane chaf khedmaokhra khire,-1,maset laset kane chaf khedmaokhra khire,"['maset', 'laset', 'kane', 'chaf', 'khedmaokhra', 'khire']"
1692,Tah m'en eini ki dameea,-1,tah ' en eini ki dameea,"['tah', ""'"", 'en', 'eini', 'ki', 'dameea']"
1694,شيحكي هالابله,-1,شيحكي هالابله,"['شيحكي', 'هالابله']"
1695,hhhhhhhhhhhhhhhh mast,-1,hhhhhhhhhhhhhhhh mast,"['hhhhhhhhhhhhhhhh', 'mast']"
1696,Masta barcha pffff,-1,masta barcha pffff,"['masta', 'barcha', 'pffff']"
1697,cv mealma,1,cv mealma,"['cv', 'mealma']"
1698,qathi emasakh,-1,qathi emasakh,"['qathi', 'emasakh']"
1699,masqtou masqatha,-1,masqtou masqatha,"['masqtou', 'masqatha']"
1700,مقزز..مقرف.. اسباب انتشار الزطلة صفوف الشباب المخلوق فن متاعو,-1,مقزز مقرف اسباب انتشار الزطلة صفوف الشباب المخلوق فن متاعو,"['مقزز', 'مقرف', 'اسباب', 'انتشار', 'الزطلة', 'صفوف', 'الشباب', 'المخلوق', 'فن', 'متاعو']"
1702,Bravio khdija brasmi bakitni,1,bravio khdija brasmi bakitni,"['bravio', 'khdija', 'brasmi', 'bakitni']"
1703,لطفي أولاد النهدي الكل كلاب,-1,لطفي أولاد النهدي الكل كلاب,"['لطفي', 'أولاد', 'النهدي', 'الكل', 'كلاب']"
1704,برنامج رائع بالتوفيق,1,برنامج رائع بالتوفيق,"['برنامج', 'رائع', 'بالتوفيق']"
1705,essaaaaal denyyyyA nhebkk lelllah #khouya #jaefour,1,essaaaaal denyyyya nhebkk lelllah khouya jaefour,"['essaaaaal', 'denyyyya', 'nhebkk', 'lelllah', 'khouya', 'jaefour']"
1706,Mala khanzir,-1,mala khanzir,"['mala', 'khanzir']"
1707,تمثيل رائع برافو,1,تمثيل رائع برافو,"['تمثيل', 'رائع', 'برافو']"
1708,Bravo maryouma qwiya tamthil,1,bravo maryouma qwiya tamthil,"['bravo', 'maryouma', 'qwiya', 'tamthil']"
1709,العيب الاعلام اللي جايب شلاكة وترلي أعصابي يحشمش,-1,العيب الاعلام اللي جايب شلاكة وترلي أعصابي يحشمش,"['العيب', 'الاعلام', 'اللي', 'جايب', 'شلاكة', 'وترلي', 'أعصابي', 'يحشمش']"
1710,qadech tiiiiiihki mealim.sil sil ilficha,-1,qadech tiiiiiihki mealim sil sil ilficha,"['qadech', 'tiiiiiihki', 'mealim', 'sil', 'sil', 'ilficha']"
1711,nheb nqoul manel emara rak wallit karakouz rahou soutek yeayef,-1,nheb nqoul manel emara rak wallit karakouz rahou soutek yeayef,"['nheb', 'nqoul', 'manel', 'emara', 'rak', 'wallit', 'karakouz', 'rahou', 'soutek', 'yeayef']"
1712,صوتها مزين محله,1,صوتها مزين محله,"['صوتها', 'مزين', 'محله']"
1713,TAhFOUN BARHA,1,tahfoun barha,"['tahfoun', 'barha']"
1715,بربي قولولي ياخي شكيب درويش وجهو مقزدر يجي ينبزو مزال مقحف جهو التلفغزة بربي شكيب برا شوف حل لحياتك راهو معادش فاها وراس خويا,-1,بربي قولولي ياخي شكيب درويش وجهو مقزدر يجي ينبزو مزال مقحف جهو التلفغزة بربي شكيب برا شوف حل لحياتك راهو معادش فاها وراس خويا,"['بربي', 'قولولي', 'ياخي', 'شكيب', 'درويش', 'وجهو', 'مقزدر', 'يجي', 'ينبزو', 'مزال', 'مقحف', 'جهو', 'التلفغزة', 'بربي', 'شكيب', 'برا', 'شوف', 'حل', 'لحياتك', 'راهو', 'معادش', 'فاها', 'وراس', 'خويا']"
1716,Aessssal easl 💞💓💞💓💞💋💋💋💋💋,1,aessssal easl,"['aessssal', 'easl']"
1717,Amma Barcha hechma mch mtee eayelet😕😕,-1,amma barcha hechma mch mtee eayelet,"['amma', 'barcha', 'hechma', 'mch', 'mtee', 'eayelet']"
1719,توا منظر حاشة خليقة ربي !! ملا رهوط,-1,توا منظر حاشة خليقة ربي ملا رهوط,"['توا', 'منظر', 'حاشة', 'خليقة', 'ربي', 'ملا', 'رهوط']"
1720,Bravooo yaetek saha :) (y),1,bravooo yaetek saha,"['bravooo', 'yaetek', 'saha']"
1721,مسلسل خامج لعام جاي مسلسل بنت سامي الفهري. تغتصب,-1,مسلسل خامج لعام جاي مسلسل بنت سامي الفهري تغتصب,"['مسلسل', 'خامج', 'لعام', 'جاي', 'مسلسل', 'بنت', 'سامي', 'الفهري', 'تغتصب']"
1722,تفوووووووو حيوان ماهوش متربي . الله تربح جابك رباك,-1,تفوووووووو حيوان ماهوش متربي الله تربح جابك رباك,"['تفووو', 'حيوان', 'ماهوش', 'متربي', 'الله', 'تربح', 'جابك', 'رباك']"
