,Tweet,target,tokenized_tweet,cleaned_tweet
560,تبارك الله الشبل حميدات مسيرة موفقة شاء الله باش تهز المشعل تاع عطية كحائط صد تركيبة المنتخب الوطني مستقبلا,1,تبارك الله الشبل حميدات مسيرة موفقة شاء الله باش تهز المشعل تاع عطية كحائط صد تركيبة المنتخب الوطني مستقبلا,"['تبارك', 'الله', 'الشبل', 'حميدات', 'مسيرة', 'موفقة', 'شاء', 'الله', 'باش', 'تهز', 'المشعل', 'تاع', 'عطية', 'كحائط', 'صد', 'تركيبة', 'المنتخب', 'الوطني', 'مستقبلا']"
561,صفحة رائعة نتمنى إﻹستمرارية,1,صفحة رائعة نتمنى ستمرارية,"['صفحة', 'رائعة', 'نتمنى', 'ستمرارية']"
562,وكيف ننسى الفنانة الجميلة خديجة أطلس سهرتنا,1,وكيف ننسى الفنانة الجميلة خديجة أطلس سهرتنا,"['وكيف', 'ننسى', 'الفنانة', 'الجميلة', 'خديجة', 'أطلس', 'سهرتنا']"
563,مرحبا قليلة حقكم,1,مرحبا قليلة حقكم,"['مرحبا', 'قليلة', 'حقكم']"
564,خوي إشراف أتمنى مسربة موفقة ديييييما برشلونة وتحياتي,1,خوي إشراف أتمنى مسربة موفقة ديييييما برشلونة وتحياتي,"['خوي', 'إشراف', 'أتمنى', 'مسربة', 'موفقة', 'ديييما', 'برشلونة', 'وتحياتي']"
565,شكرا المجهودات ....اتمنى الترجمة,1,شكرا المجهودات اتمنى الترجمة,"['شكرا', 'المجهودات', 'اتمنى', 'الترجمة']"
566,المغربي الوحيد وثق المغاربة هههه,1,المغربي الوحيد وثق المغاربة هههه,"['المغربي', 'الوحيد', 'وثق', 'المغاربة', 'ههه']"
567,الله يعطيك الصحة تحفظ ربي❤️,1,الله يعطيك الصحة تحفظ ربي,"['الله', 'يعطيك', 'الصحة', 'تحفظ', 'ربي']"
568,الله يبارك فيك,1,الله يبارك فيك,"['الله', 'يبارك', 'فيك']"
570,وحقيقة المملكة ألعربيه السعوديه غنيه بكل شيء,1,وحقيقة المملكة ألعربيه السعوديه غنيه بكل شيء,"['وحقيقة', 'المملكة', 'ألعربيه', 'السعوديه', 'غنيه', 'بكل', 'شيء']"
571,والجمال الموجود بنات,1,والجمال الموجود بنات,"['والجمال', 'الموجود', 'بنات']"
572,السعوديه يفوق الخيال,1,السعوديه يفوق الخيال,"['السعوديه', 'يفوق', 'الخيال']"
573,مشكورة والله يوفقك,1,مشكورة والله يوفقك,"['مشكورة', 'والله', 'يوفقك']"
574,شكرا للكاتب.,1,شكرا للكاتب,"['شكرا', 'للكاتب']"
575,صقر العرب وفخر الجميع محمد صلاح ربنا يحميك,1,صقر العرب وفخر الجميع محمد صلاح ربنا يحميك,"['صقر', 'العرب', 'وفخر', 'الجميع', 'محمد', 'صلاح', 'ربنا', 'يحميك']"
576,اتقدم بالتحية لمن احسن تربيك فصبحت نموذج للشباب التربية والاخلاق,1,اتقدم بالتحية لمن احسن تربيك فصبحت نموذج للشباب التربية والاخلاق,"['اتقدم', 'بالتحية', 'لمن', 'احسن', 'تربيك', 'فصبحت', 'نموذج', 'للشباب', 'التربية', 'والاخلاق']"
577,ياسلام منظر التشجيع برا,1,ياسلام منظر التشجيع برا,"['ياسلام', 'منظر', 'التشجيع', 'برا']"
578,ربنا يوفقك اابو صلاح,1,ربنا يوفقك اابو صلاح,"['ربنا', 'يوفقك', 'اابو', 'صلاح']"
579,يارب صلاح يسجل سوبر هاتريك فخر مصر والعرب,1,يارب صلاح يسجل سوبر هاتريك فخر مصر والعرب,"['يارب', 'صلاح', 'يسجل', 'سوبر', 'هاتريك', 'فخر', 'مصر', 'والعرب']"
580,اللهم بعزتك وجلالك العظيم احمى القبلتيين وثالث الحرميين,1,اللهم بعزتك وجلالك العظيم احمى القبلتيين وثالث الحرميين,"['اللهم', 'بعزتك', 'وجلالك', 'العظيم', 'احمى', 'القبلتيين', 'وثالث', 'الحرميين']"
581,اللهم انصر الاسلام المسلمين واعلي راية الحق نصر اخواننا فلسطين يارب العالمين,1,اللهم انصر الاسلام المسلمين واعلي راية الحق نصر اخواننا فلسطين يارب العالمين,"['اللهم', 'انصر', 'الاسلام', 'المسلمين', 'واعلي', 'راية', 'الحق', 'نصر', 'اخواننا', 'فلسطين', 'يارب', 'العالمين']"
582,اللهم آمين.. ربنا يكرمك ويرضي عنك,1,اللهم آمين ربنا يكرمك ويرضي عنك,"['اللهم', 'آمين', 'ربنا', 'يكرمك', 'ويرضي', 'عنك']"
583,أكلاتهم رائعة. حقا السيفيتشي أروعها. شعب مضياف بسيط. تحس كأنك بلدك,1,أكلاتهم رائعة حقا السيفيتشي أروعها شعب مضياف بسيط تحس كأنك بلدك,"['أكلاتهم', 'رائعة', 'حقا', 'السيفيتشي', 'أروعها', 'شعب', 'مضياف', 'بسيط', 'تحس', 'كأنك', 'بلدك']"
584,مبروك أبا مكة,1,مبروك أبا مكة,"['مبروك', 'أبا', 'مكة']"
588,"ماكرون يشيد بجلالة الملك قمة ""وان بلانيت ساميت""",1,ماكرون يشيد بجلالة الملك قمة وان بلانيت ساميت,"['ماكرون', 'يشيد', 'بجلالة', 'الملك', 'قمة', 'وان', 'بلانيت', 'ساميت']"
589,برافو عموتة احسن مدرب,1,برافو عموتة احسن مدرب,"['برافو', 'عموتة', 'احسن', 'مدرب']"
590,برافو خطوة موفقة علوم التكنلوجيا تضاف سجل المغرب البطل وستكون مهام عديدة استكشاف مايدور الارض وردع العدو الطامع,1,برافو خطوة موفقة علوم التكنلوجيا تضاف سجل المغرب البطل وستكون مهام عديدة استكشاف مايدور الارض وردع العدو الطامع,"['برافو', 'خطوة', 'موفقة', 'علوم', 'التكنلوجيا', 'تضاف', 'سجل', 'المغرب', 'البطل', 'وستكون', 'مهام', 'عديدة', 'استكشاف', 'مايدور', 'الارض', 'وردع', 'العدو', 'الطامع']"
591,تحية كبيرة للقائد مبارك بوصوفة وايضا لفريق الجزيرة الاماراتي الشقيق تمثيله للعرب احسن تمثيل,1,تحية كبيرة للقائد مبارك بوصوفة وايضا لفريق الجزيرة الاماراتي الشقيق تمثيله للعرب احسن تمثيل,"['تحية', 'كبيرة', 'للقائد', 'مبارك', 'بوصوفة', 'وايضا', 'لفريق', 'الجزيرة', 'الاماراتي', 'الشقيق', 'تمثيله', 'للعرب', 'احسن', 'تمثيل']"
592,الحمد لله نعمة الاسلام والمسلم يخاف الموت,1,الحمد لله نعمة الاسلام والمسلم يخاف الموت,"['الحمد', 'لله', 'نعمة', 'الاسلام', 'والمسلم', 'يخاف', 'الموت']"
593,اعجبني,1,اعجبني,['اعجبني']
594,لاوالله ،،الهواوي،،نعم التليفون كيصبر فشارج طاح فالارض كيصبر كدلك,1,لاوالله الهواوي نعم التليفون كيصبر فشارج طاح فالارض كيصبر كدلك,"['لاوالله', 'الهواوي', 'نعم', 'التليفون', 'كيصبر', 'فشارج', 'طاح', 'فالارض', 'كيصبر', 'كدلك']"
595,التشجيع والتقدير طاقم capagh وبالأخص صديقي سفيان الفاصيقي,1,التشجيع والتقدير طاقم وبالأخص صديقي سفيان الفاصيقي,"['التشجيع', 'والتقدير', 'طاقم', 'وبالأخص', 'صديقي', 'سفيان', 'الفاصيقي']"
596,تواضع علم وحكمة .. الن الحاضر والمستقبل,1,تواضع علم وحكمة الن الحاضر والمستقبل,"['تواضع', 'علم', 'وحكمة', 'الن', 'الحاضر', 'والمستقبل']"
597,اشجع واحسن طيار الاحترام والتقدير,1,اشجع واحسن طيار الاحترام والتقدير,"['اشجع', 'واحسن', 'طيار', 'الاحترام', 'والتقدير']"
598,شكر الله سعيكم وعملكم,1,شكر الله سعيكم وعملكم,"['شكر', 'الله', 'سعيكم', 'وعملكم']"
599,سامسونج التوب الاس عندي شحال مرة طاح مزال خدام السلعة الشينوا منشريهاش تبقى غا,1,سامسونج التوب الاس عندي شحال مرة طاح مزال خدام السلعة الشينوا منشريهاش تبقى غا,"['سامسونج', 'التوب', 'الاس', 'عندي', 'شحال', 'مرة', 'طاح', 'مزال', 'خدام', 'السلعة', 'الشينوا', 'منشريهاش', 'تبقى', 'غا']"
600,اقدر جهودكم نشر الفيديو شكرا جدااا,1,اقدر جهودكم نشر الفيديو شكرا جدااا,"['اقدر', 'جهودكم', 'نشر', 'الفيديو', 'شكرا', 'جدااا']"
601,كلام منتهى الروعة,1,كلام منتهى الروعة,"['كلام', 'منتهى', 'الروعة']"
602,💞اﻹنسانية محبة وسﻻم وعيش مشترك لجميع,1,نسانية محبة وس وعيش مشترك لجميع,"['نسانية', 'محبة', 'وس', 'وعيش', 'مشترك', 'لجميع']"
603,بارك الله شيخنا الفاضل,1,بارك الله شيخنا الفاضل,"['بارك', 'الله', 'شيخنا', 'الفاضل']"
604,ماشاء الله العلامة الذكتور سعيد الكملي,1,ماشاء الله العلامة الذكتور سعيد الكملي,"['ماشاء', 'الله', 'العلامة', 'الذكتور', 'سعيد', 'الكملي']"
605,أحلى نَعيش خيرٍ وسَلام,1,أحلى عيش خير وس لام,"['أحلى', 'عيش', 'خير', 'وس', 'لام']"
606,أحلى نَكون حُبٍ ووِئــام,1,أحلى كون وو ئــام,"['أحلى', 'كون', 'وو', 'ئــام']"
607,شَر َّ يؤذينــا ظُلمَ يؤذينــا والحب للجميع,1,يؤذينــا لم يؤذينــا والحب للجميع,"['يؤذينــا', 'لم', 'يؤذينــا', 'والحب', 'للجميع']"
608,ولخير للجميع والدنيا تبقـــى تبقى أمان لجميع,1,ولخير للجميع والدنيا تبقـــى تبقى أمان لجميع,"['ولخير', 'للجميع', 'والدنيا', 'تبقـــى', 'تبقى', 'أمان', 'لجميع']"
609,نشكر تعليقك ومرورك متابعنا الكريم،,1,نشكر تعليقك ومرورك متابعنا الكريم,"['نشكر', 'تعليقك', 'ومرورك', 'متابعنا', 'الكريم']"
610,مارادونا يبقى الأفضل عبر التاريخ,1,مارادونا يبقى الأفضل عبر التاريخ,"['مارادونا', 'يبقى', 'الأفضل', 'عبر', 'التاريخ']"
611,ربنا يحميها,1,ربنا يحميها,"['ربنا', 'يحميها']"
612,عبارة رائعة,1,عبارة رائعة,"['عبارة', 'رائعة']"
613,وأعظم الناس وجه الأرض سبحانك ربي,1,وأعظم الناس وجه الأرض سبحانك ربي,"['وأعظم', 'الناس', 'وجه', 'الأرض', 'سبحانك', 'ربي']"
614,كلام جيد ولكن كلام الرسول صلي الله وسلم اعظم ،،الأخلاق الحياة,1,كلام جيد ولكن كلام الرسول صلي الله وسلم اعظم الأخلاق الحياة,"['كلام', 'جيد', 'ولكن', 'كلام', 'الرسول', 'صلي', 'الله', 'وسلم', 'اعظم', 'الأخلاق', 'الحياة']"
615,ليس غريبا الاخوان الاردن وابطالها,1,ليس غريبا الاخوان الاردن وابطالها,"['ليس', 'غريبا', 'الاخوان', 'الاردن', 'وابطالها']"
616,منتصب القامه مرفوع الهامه,1,منتصب القامه مرفوع الهامه,"['منتصب', 'القامه', 'مرفوع', 'الهامه']"
617,بطل الله يحميه ويفك اسرو,1,بطل الله يحميه ويفك اسرو,"['بطل', 'الله', 'يحميه', 'ويفك', 'اسرو']"
618,بارك الله فيك شيخنا الفاضل,1,بارك الله فيك شيخنا الفاضل,"['بارك', 'الله', 'فيك', 'شيخنا', 'الفاضل']"
619,منشور رائع,1,منشور رائع,"['منشور', 'رائع']"
620,كلام راااااائع,1,كلام راااااائع,"['كلام', 'رااائع']"
